part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
2185,2185,No work,,Bachelor or above,Centre,Employed,Yes,4
2186,2186,,,Upper Secondary,North-West,Retired,Yes,30
2187,2187,No work,,Bachelor or above,North-East,Employed,Yes,2
2188,2188,,,Upper Secondary,North-East,Retired,Yes,1
2189,2189,No work,,Upper Secondary,Islands,Employed,Yes,1
2190,2190,Remote work,,Bachelor or above,South,Student,Yes,3
2191,2191,In-person work,,Upper Secondary,North-West,Employed,Yes,6
2192,2192,In-person work,,Bachelor or above,North-West,Employed,Yes,15
2193,2193,,,Upper Secondary,North-East,Home/family care,Yes,2
2194,2194,,,Upper Secondary,North-East,Retired,Yes,0
2195,2195,In-person work,,Upper Secondary,North-East,Employed,Yes,8
2196,2196,No work,,Bachelor or above,North-East,Employed,Yes,3
2197,2197,,,Upper Secondary,North-West,Retired,Yes,1
2198,2198,,,Upper Secondary,North-East,Retired,Yes,0
2199,2199,,,Upper Secondary,Centre,Retired,Yes,11
2200,2200,No work,,Bachelor or above,Islands,Employed,Yes,10
2201,2201,No work,,Upper Secondary,South,Employed,Yes,4
2202,2202,Remote work,,Bachelor or above,Centre,Student,Yes,1
2203,2203,,,Bachelor or above,North-East,Student,Yes,1
2204,2204,No work,,Bachelor or above,North-East,Employed,Yes,4
2205,2205,,,Bachelor or above,South,Inactive,Yes,3
2206,2206,No work,,Upper Secondary,Centre,Employed,Yes,3
2207,2207,In-person work,,Upper Secondary,North-East,Student,Yes,50
2208,2208,,,Upper Secondary,South,Student,Yes,6
2209,2209,No work,,Upper Secondary,South,Employed,Yes,4
2210,2210,,,Bachelor or above,North-West,Inactive,Yes,2
2211,2211,,,Lower Secondary or below,Centre,Retired,Yes,1
2212,2212,No work,,Lower Secondary or below,North-East,Employed,Yes,4
2213,2213,,,Bachelor or above,South,Retired,Yes,0
2214,2214,In-person work,,Upper Secondary,North-East,Employed,Yes,26
2215,2215,,,Upper Secondary,North-West,Retired,Yes,0
2216,2216,,,Upper Secondary,South,Retired,Yes,7
2217,2217,,,Upper Secondary,Centre,Retired,Yes,0
2218,2218,,,Upper Secondary,South,Retired,Yes,4
2219,2219,,,Upper Secondary,North-West,Retired,Yes,1
2220,2220,,,Upper Secondary,Centre,Inactive,Yes,0
2221,2221,In-person work,,Upper Secondary,Centre,Employed,Yes,2
2222,2222,In-person work,,Upper Secondary,Centre,Employed,No,0
2223,2223,In-person work,,Bachelor or above,North-East,Employed,Yes,3
2224,2224,,,Upper Secondary,North-West,Retired,Yes,1
2225,2225,In-person work,,Upper Secondary,Islands,Employed,Yes,1
2226,2226,No work,,Bachelor or above,Islands,Employed,Yes,0
2227,2227,No work,,Upper Secondary,Islands,Employed,Yes,1
2228,2228,,,Upper Secondary,Centre,Retired,Yes,1
2229,2229,,,Upper Secondary,North-West,Retired,No,0
2230,2230,No work,,Upper Secondary,Islands,Employed,Yes,1
2231,2231,In-person work,,Bachelor or above,North-West,Employed,Yes,4
2232,2232,In-person work,,Upper Secondary,North-West,Employed,Yes,10
2233,2233,Remote work,,Upper Secondary,North-West,Employed,Yes,4
2234,2234,,,Lower Secondary or below,North-West,Inactive,Yes,1
2235,2235,No work,,Upper Secondary,North-West,Employed,Yes,3
2236,2236,,,Upper Secondary,North-West,Retired,Yes,3
2237,2237,No work,,Upper Secondary,Centre,Employed,Yes,2
2238,2238,,,Upper Secondary,South,Home/family care,Yes,0
2239,2239,No work,,Upper Secondary,South,Employed,Yes,2
2240,2240,No work,,Upper Secondary,South,Employed,Yes,3
2241,2241,,,Upper Secondary,North-East,Retired,Yes,0
2242,2242,,,Bachelor or above,North-East,Retired,Yes,0
2243,2243,In-person work,,Upper Secondary,North-East,Employed,Yes,2
2244,2244,,,Lower Secondary or below,North-East,Retired,Yes,0
2245,2245,,,Upper Secondary,Islands,Home/family care,No,0
2246,2246,,,Upper Secondary,Centre,Inactive,Yes,3
2247,2247,,,Upper Secondary,South,Inactive,Yes,1
2248,2248,,,Upper Secondary,Islands,Inactive,Yes,4
2249,2249,No work,,Bachelor or above,South,Employed,Yes,3
2250,2250,No work,,Bachelor or above,South,Employed,Yes,5
2251,2251,,,Upper Secondary,North-East,Retired,Yes,3
2252,2252,In-person work,,Upper Secondary,North-East,Employed,Yes,2
2253,2253,Remote work,,Bachelor or above,North-West,Employed,Yes,10
2254,2254,Remote work,,Upper Secondary,Centre,Employed,No,4
2255,2255,In-person work,,Bachelor or above,Islands,Employed,Yes,1
2256,2256,In-person work,,Upper Secondary,Centre,Employed,No,8
2257,2257,Remote work,,Upper Secondary,Islands,Employed,No,80
2258,2258,No work,,Bachelor or above,Centre,Student,Yes,1
2259,2259,No work,,Bachelor or above,North-West,Employed,Yes,7
2260,2260,No work,,Lower Secondary or below,North-West,Employed,Yes,2
2261,2261,,,Upper Secondary,Centre,Retired,Yes,0
2262,2262,No work,,Upper Secondary,North-West,Employed,Yes,2
2263,2263,In-person work,,Upper Secondary,Centre,Employed,Yes,5
2264,2264,In-person work,,Bachelor or above,North-West,Employed,Yes,3
2265,2265,No work,,Upper Secondary,South,Employed,Yes,4
2266,2266,No work,,Upper Secondary,North-West,Employed,Yes,3
2267,2267,,,Upper Secondary,South,Retired,Yes,0
2268,2268,,,Upper Secondary,South,Retired,Yes,0
2269,2269,,,Upper Secondary,North-West,Retired,Yes,3
2270,2270,,,Upper Secondary,Centre,Retired,No,0
2271,2271,,,Upper Secondary,Centre,Retired,Yes,1
2272,2272,,,Bachelor or above,Centre,Inactive,Yes,1
2273,2273,In-person work,,Bachelor or above,Centre,Employed,Yes,4
2274,2274,No work,,Bachelor or above,North-East,Employed,Yes,1
2275,2275,No work,,Upper Secondary,South,Employed,Yes,1
2276,2276,,,Lower Secondary or below,South,Inactive,Yes,30
2277,2277,No work,,Bachelor or above,Islands,Employed,No,20
2278,2278,No work,,Upper Secondary,North-West,Employed,Yes,0
2279,2279,No work,,Upper Secondary,North-West,Employed,Yes,10
2280,2280,No work,,Upper Secondary,North-West,Employed,Yes,4
2281,2281,In-person work,,Upper Secondary,North-West,Employed,Yes,1
2282,2282,No work,,Upper Secondary,South,Employed,Yes,2
2283,2283,,,Upper Secondary,Islands,Home/family care,Yes,2
2284,2284,No work,,Upper Secondary,North-West,Employed,Yes,4
2285,2285,,,Upper Secondary,Centre,Inactive,Yes,5
2286,2286,No work,,Bachelor or above,Centre,Employed,Yes,4
2287,2287,No work,,Upper Secondary,Centre,Employed,Yes,1
2288,2288,No work,,Lower Secondary or below,North-East,Employed,Yes,1
2289,2289,In-person work,,Upper Secondary,Centre,Employed,Yes,1
2290,2290,In-person work,,Bachelor or above,Centre,Employed,Yes,3
2291,2291,,,Lower Secondary or below,Islands,Inactive,Yes,3
2292,2292,No work,,Bachelor or above,North-West,Employed,Yes,1
2293,2293,No work,,Upper Secondary,North-East,Employed,Yes,0
2294,2294,No work,,Upper Secondary,North-West,Employed,Yes,0
2295,2295,In-person work,,Upper Secondary,North-East,Employed,Yes,5
2296,2296,No work,,Bachelor or above,South,Employed,Yes,11
2297,2297,,,Lower Secondary or below,North-West,Inactive,Yes,10
2298,2298,No work,,Upper Secondary,South,Employed,Yes,5
2299,2299,No work,,Bachelor or above,South,Employed,Yes,1
2300,2300,No work,,Upper Secondary,North-East,Employed,Yes,2
2301,2301,,,Upper Secondary,North-East,Retired,No,0
2302,2302,In-person work,,Bachelor or above,South,Employed,Yes,4
2303,2303,In-person work,,Lower Secondary or below,North-East,Employed,Yes,0
2304,2304,,,Upper Secondary,Centre,Retired,Yes,3
2305,2305,No work,,Lower Secondary or below,Centre,Employed,Yes,0
2306,2306,In-person work,,Bachelor or above,North-East,Employed,Yes,6
2307,2307,,,Upper Secondary,South,Home/family care,Yes,3
2308,2308,,,Bachelor or above,North-East,Inactive,Yes,5
2309,2309,,,Bachelor or above,Centre,Retired,Yes,0
2310,2310,,,Upper Secondary,South,Retired,Yes,0
2311,2311,,,Upper Secondary,South,Home/family care,No,2
2312,2312,,,Upper Secondary,South,Student,Yes,3
2313,2313,,,Upper Secondary,South,Inactive,Yes,4
2314,2314,,,Bachelor or above,Centre,Home/family care,Yes,6
2315,2315,In-person work,,Bachelor or above,North-East,Employed,Yes,20
2316,2316,No work,,Upper Secondary,North-East,Employed,Yes,4
2317,2317,Remote work,,Upper Secondary,Islands,Employed,Yes,2
2318,2318,No work,,Bachelor or above,North-East,Student,Yes,6
2319,2319,,,Bachelor or above,Centre,Inactive,Yes,3
2320,2320,In-person work,,Upper Secondary,North-East,Employed,Yes,3
2321,2321,,,Upper Secondary,South,Home/family care,No,1
2322,2322,,,Bachelor or above,South,Retired,Yes,3
2323,2323,,,Lower Secondary or below,Islands,Inactive,No,3
2324,2324,,,Lower Secondary or below,Islands,Home/family care,Yes,4
2325,2325,No work,,Upper Secondary,Islands,Employed,No,3
2326,2326,No work,,Bachelor or above,North-West,Employed,Yes,10
2327,2327,,,Bachelor or above,Islands,Retired,Yes,0
2328,2328,,,Lower Secondary or below,North-West,Retired,Yes,2
2329,2329,,,Upper Secondary,Centre,Retired,Yes,6
2330,2330,,,Upper Secondary,North-East,Student,Yes,3
2331,2331,,,Upper Secondary,North-West,Retired,Yes,1
2332,2332,No work,,Lower Secondary or below,North-West,Employed,Yes,60
2333,2333,,,Bachelor or above,South,Inactive,Yes,2
2334,2334,,,Lower Secondary or below,South,Home/family care,No,0
2335,2335,No work,,Upper Secondary,North-West,Employed,Yes,1
2336,2336,,,Bachelor or above,Centre,Student,Yes,1
2337,2337,No work,,Bachelor or above,Centre,Employed,Yes,1
2338,2338,,,Upper Secondary,North-West,Inactive,Yes,7
2339,2339,No work,,Upper Secondary,North-West,Student,Yes,2
2340,2340,In-person work,,Upper Secondary,Centre,Employed,Yes,8
2341,2341,No work,,Upper Secondary,Islands,Employed,Yes,6
2342,2342,No work,,Bachelor or above,North-West,Employed,Yes,2
2343,2343,,,Upper Secondary,Islands,Home/family care,Yes,4
2344,2344,Remote work,,Upper Secondary,Islands,Student,Yes,0
2345,2345,,,Lower Secondary or below,Islands,Inactive,No,1
2346,2346,No work,,Lower Secondary or below,North-West,Employed,Yes,0
2347,2347,No work,,Upper Secondary,North-East,Employed,Yes,0
2348,2348,,,Bachelor or above,South,Home/family care,No,5
2349,2349,In-person work,,Bachelor or above,South,Employed,No,1
2350,2350,,,Upper Secondary,Centre,Home/family care,Yes,0
2351,2351,,,Bachelor or above,North-East,Retired,Yes,1
2352,2352,,,Upper Secondary,South,Inactive,Yes,0
2353,2353,No work,,Bachelor or above,North-West,Employed,No,5
2354,2354,,,Upper Secondary,North-East,Home/family care,Yes,2
2355,2355,,,Lower Secondary or below,Centre,Inactive,Yes,5
2356,2356,,,Upper Secondary,North-East,Retired,Yes,3
2357,2357,In-person work,,Upper Secondary,Centre,Employed,Yes,1
2358,2358,,,Bachelor or above,South,Inactive,Yes,90
2359,2359,,,Bachelor or above,North-West,Retired,Yes,5
2360,2360,,,Upper Secondary,North-West,Retired,Yes,4
2361,2361,No work,,Upper Secondary,South,Employed,Yes,1
2362,2362,In-person work,,Upper Secondary,North-East,Employed,Yes,0
2363,2363,No work,,Upper Secondary,North-East,Employed,Yes,3
2364,2364,,,Upper Secondary,North-East,Inactive,Yes,2
2365,2365,In-person work,,Bachelor or above,North-East,Employed,Yes,3
2366,2366,In-person work,,Lower Secondary or below,South,Employed,Yes,1
2367,2367,,,Bachelor or above,North-West,Retired,Yes,1
2368,2368,,,Upper Secondary,Centre,Student,Yes,4
2369,2369,,,Lower Secondary or below,North-West,Inactive,Yes,3
2370,2370,No work,,Upper Secondary,North-West,Employed,Yes,1
2371,2371,No work,,Upper Secondary,North-West,Employed,No,0
2372,2372,In-person work,,Upper Secondary,Islands,Employed,Yes,6
2373,2373,Remote work,,Upper Secondary,North-West,Employed,Yes,2
2374,2374,In-person work,,Lower Secondary or below,Centre,Employed,Yes,3
2375,2375,In-person work,,Lower Secondary or below,North-East,Employed,No,8
2376,2376,In-person work,,Bachelor or above,North-East,Employed,Yes,90
2377,2377,No work,,Upper Secondary,Centre,Employed,Yes,2
2378,2378,,,Upper Secondary,Centre,Inactive,No,2
2379,2379,In-person work,,Bachelor or above,Centre,Employed,Yes,3
2380,2380,In-person work,,Bachelor or above,Centre,Employed,Yes,1
2381,2381,In-person work,,Bachelor or above,South,Employed,Yes,3
2382,2382,,,Upper Secondary,South,Home/family care,Yes,6
2383,2383,In-person work,,Bachelor or above,North-East,Employed,Yes,4
2384,2384,Remote work,,Lower Secondary or below,North-East,Employed,Yes,0
2385,2385,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
2386,2386,In-person work,,Lower Secondary or below,North-West,Employed,Yes,6
2387,2387,In-person work,,Lower Secondary or below,North-West,Employed,Yes,20
2388,2388,In-person work,,Bachelor or above,South,Employed,Yes,2
2389,2389,In-person work,,Lower Secondary or below,North-West,Employed,Yes,0
2390,2390,,,Lower Secondary or below,South,Home/family care,Yes,3
2391,2391,In-person work,,Bachelor or above,North-East,Employed,Yes,5
2392,2392,,,Bachelor or above,North-West,Retired,Yes,12
2393,2393,In-person work,,Upper Secondary,Centre,Employed,Yes,3
2394,2394,,,Lower Secondary or below,North-West,Retired,Yes,20
2395,2395,,,Lower Secondary or below,Islands,Inactive,Yes,1
2396,2396,,,Upper Secondary,South,Retired,Yes,4
2397,2397,In-person work,,Upper Secondary,North-West,Employed,Yes,20
2398,2398,,In-person attendance,Upper Secondary,Islands,Student,Yes,10
2399,2399,,,Upper Secondary,South,Retired,Yes,3
2400,2400,,,Upper Secondary,South,Home/family care,Yes,3
2401,2401,,,Lower Secondary or below,North-West,Home/family care,Yes,4
2402,2402,,,Lower Secondary or below,South,Home/family care,Yes,3
2403,2403,Remote work,,Bachelor or above,South,Employed,Yes,5
2404,2404,,,Bachelor or above,Islands,Inactive,Yes,4
2405,2405,In-person work,,Upper Secondary,North-West,Employed,Yes,4
2406,2406,,,Upper Secondary,North-West,Retired,Yes,0
2407,2407,,,Upper Secondary,North-West,Retired,Yes,0
2408,2408,,,Upper Secondary,North-West,Retired,Yes,0
2409,2409,,,Bachelor or above,North-West,Retired,Yes,1
2410,2410,,,Bachelor or above,North-East,Retired,Yes,0
2411,2411,,,Lower Secondary or below,North-West,Retired,Yes,3
2412,2412,,,Upper Secondary,South,Inactive,Yes,1
2413,2413,Remote work,,Upper Secondary,North-East,Employed,Yes,0
2414,2414,,,Upper Secondary,North-East,Inactive,Yes,0
2415,2415,In-person work,,Upper Secondary,North-West,Employed,Yes,6
2416,2416,In-person work,,Upper Secondary,North-West,Employed,Yes,6
2417,2417,No work,,Upper Secondary,Centre,Employed,Yes,1
2418,2418,In-person work,,Bachelor or above,North-East,Employed,Yes,4
2419,2419,,,Lower Secondary or below,South,Home/family care,Yes,1
2420,2420,No work,,Upper Secondary,North-East,Employed,Yes,2
2421,2421,,,Lower Secondary or below,Islands,Inactive,No,3
2422,2422,In-person work,,Bachelor or above,Centre,Employed,Yes,10
2423,2423,In-person work,,Upper Secondary,South,Employed,Yes,4
2424,2424,,,Upper Secondary,Centre,Home/family care,Yes,3
2425,2425,No work,,Lower Secondary or below,Centre,Employed,Yes,2
2426,2426,,,Bachelor or above,Centre,Retired,No,1
2427,2427,,,Upper Secondary,Centre,Home/family care,Yes,9
2428,2428,In-person work,,Upper Secondary,North-West,Employed,Yes,6
2429,2429,In-person work,,Lower Secondary or below,North-West,Employed,Yes,4
2430,2430,Remote work,,Upper Secondary,Centre,Employed,Yes,3
2431,2431,,,Upper Secondary,South,Inactive,Yes,0
2432,2432,In-person work,,Bachelor or above,South,Employed,Yes,3
2433,2433,,,Upper Secondary,South,Inactive,No,0
2434,2434,In-person work,,Lower Secondary or below,North-West,Employed,Yes,1
2435,2435,In-person work,,Bachelor or above,Centre,Employed,Yes,2
2436,2436,,,Upper Secondary,South,Inactive,Yes,40
2437,2437,,,Upper Secondary,North-East,Retired,Yes,0
2438,2438,In-person work,,Bachelor or above,South,Employed,Yes,5
2439,2439,In-person work,,Bachelor or above,North-East,Employed,Yes,1
2440,2440,,,Bachelor or above,South,Home/family care,Yes,5
2441,2441,In-person work,,Upper Secondary,North-East,Employed,Yes,4
2442,2442,In-person work,,Bachelor or above,North-West,Employed,Yes,7
2443,2443,,,Upper Secondary,North-East,Retired,Yes,1
2444,2444,No work,,Upper Secondary,Centre,Employed,Yes,0
2445,2445,In-person work,,Bachelor or above,North-East,Employed,Yes,10
2446,2446,In-person work,,Upper Secondary,North-East,Employed,No,1
2447,2447,,,Lower Secondary or below,South,Retired,Yes,2
2448,2448,Remote work,,Upper Secondary,South,Employed,Yes,2
2449,2449,In-person work,,Upper Secondary,North-West,Employed,Yes,0
2450,2450,In-person work,,Upper Secondary,South,Employed,Yes,3
2451,2451,,,Upper Secondary,North-West,Retired,No,1
2452,2452,In-person work,,Lower Secondary or below,North-West,Employed,Yes,6
2453,2453,,In-person attendance,Upper Secondary,North-East,Student,Yes,8
2454,2454,In-person work,,Bachelor or above,Centre,Employed,Yes,3
2455,2455,In-person work,,Bachelor or above,Centre,Employed,Yes,3
2456,2456,,,Upper Secondary,North-West,Retired,Yes,1
2457,2457,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2458,2458,In-person work,,Upper Secondary,North-West,Employed,Yes,3
2459,2459,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
2460,2460,,,Upper Secondary,South,Retired,Yes,0
2461,2461,In-person work,,Upper Secondary,South,Employed,No,1
2462,2462,In-person work,,Upper Secondary,North-West,Employed,Yes,4
2463,2463,In-person work,,Upper Secondary,Centre,Employed,Yes,3
2464,2464,In-person work,,Bachelor or above,North-East,Employed,Yes,0
2465,2465,,,Bachelor or above,South,Retired,Yes,2
2466,2466,,,Bachelor or above,South,Retired,Yes,4
2467,2467,In-person work,,Upper Secondary,South,Employed,Yes,0
2468,2468,,,Upper Secondary,Centre,Inactive,Yes,1
2469,2469,In-person work,,Upper Secondary,Islands,Employed,Yes,4
2470,2470,In-person work,,Bachelor or above,North-West,Employed,Yes,20
2471,2471,,,Upper Secondary,Centre,Retired,Yes,2
2472,2472,,,Upper Secondary,South,Inactive,Yes,3
2473,2473,,,Upper Secondary,North-East,Retired,Yes,4
2474,2474,,,Upper Secondary,North-East,Retired,Yes,1
2475,2475,In-person work,,Bachelor or above,South,Employed,Yes,10
2476,2476,,,Lower Secondary or below,South,Inactive,Yes,1
2477,2477,In-person work,,Upper Secondary,North-West,Employed,Yes,8
2478,2478,,,Lower Secondary or below,Islands,Inactive,Yes,3
2479,2479,In-person work,,Bachelor or above,North-West,Employed,Yes,100
2480,2480,,,Upper Secondary,North-East,Retired,Yes,3
2481,2481,,,Bachelor or above,Centre,Home/family care,Yes,40
2482,2482,,In-person attendance,Upper Secondary,North-West,Student,Yes,6
2483,2483,Remote work,,Bachelor or above,North-East,Employed,Yes,30
2484,2484,In-person work,,Bachelor or above,North-West,Employed,Yes,7
2485,2485,,In-person attendance,Lower Secondary or below,North-East,Student,No,29
2486,2486,No work,,Upper Secondary,Islands,Employed,Yes,15
2487,2487,In-person work,,Upper Secondary,North-West,Employed,Yes,45
2488,2488,In-person work,,Upper Secondary,North-East,Employed,Yes,5
2489,2489,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,15
2490,2490,,,Lower Secondary or below,South,Employed,No,5
2491,2491,In-person work,,Bachelor or above,Centre,Employed,Yes,2
2492,2492,,,Upper Secondary,North-West,Retired,Yes,4
2493,2493,In-person work,,Upper Secondary,Centre,Employed,No,3
2494,2494,In-person work,,Upper Secondary,South,Employed,Yes,8
2495,2495,,,Upper Secondary,North-West,Retired,Yes,0
2496,2496,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2497,2497,,,Upper Secondary,South,Inactive,Yes,2
2498,2498,,,Bachelor or above,Centre,Home/family care,Yes,15
2499,2499,,No attendance,Lower Secondary or below,Centre,Student,No,10
2500,2500,,In-person attendance,Lower Secondary or below,North-West,Student,No,4
2501,2501,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,25
2502,2502,,In-person attendance,Lower Secondary or below,North-West,Student,No,16
2503,2503,Remote work,,Bachelor or above,North-East,Employed,No,1
2504,2504,No work,No attendance,Upper Secondary,Islands,Student,Yes,1
2505,2505,,,Upper Secondary,North-West,Retired,Yes,15
2506,2506,In-person work,,Upper Secondary,Islands,Employed,Yes,10
2507,2507,,,Upper Secondary,Centre,Retired,Yes,0
2508,2508,,,Bachelor or above,Centre,Home/family care,No,4
2509,2509,Remote work,,Bachelor or above,North-East,Employed,Yes,4
2510,2510,No work,,Bachelor or above,North-West,Employed,Yes,2
2511,2511,,,Upper Secondary,Islands,Inactive,No,2
2512,2512,In-person work,,Upper Secondary,Centre,Employed,Yes,10
2513,2513,No work,,Bachelor or above,Centre,Employed,Yes,0
2514,2514,,,Bachelor or above,Islands,Retired,Yes,4
2515,2515,Remote work,,Bachelor or above,North-East,Employed,No,1
2516,2516,,,Upper Secondary,North-West,Inactive,Yes,2
2517,2517,In-person work,,Bachelor or above,Centre,Employed,Yes,40
2518,2518,No work,,Upper Secondary,North-West,Employed,Yes,1
2519,2519,,,Upper Secondary,North-East,Retired,Yes,3
2520,2520,,,Bachelor or above,Centre,Home/family care,Yes,3
2521,2521,In-person work,,Bachelor or above,Centre,Employed,No,4
2522,2522,,,Upper Secondary,Centre,Retired,Yes,1
2523,2523,Remote work,,Bachelor or above,Centre,Employed,Yes,30
2524,2524,,,Lower Secondary or below,Centre,Employed,No,2
2525,2525,,,Lower Secondary or below,Islands,Employed,No,2
2526,2526,In-person work,,Bachelor or above,South,Employed,Yes,5
2527,2527,Remote work,,Upper Secondary,Centre,Employed,Yes,2
2528,2528,In-person work,,Upper Secondary,Islands,Employed,Yes,5
2529,2529,,In-person attendance,Upper Secondary,North-West,Student,Yes,2
2530,2530,In-person work,,Upper Secondary,North-East,Employed,Yes,4
2531,2531,In-person work,,Upper Secondary,South,Employed,Yes,1
2532,2532,,,Upper Secondary,Islands,Home/family care,Yes,1
2533,2533,,,Bachelor or above,Centre,Inactive,Yes,2
2534,2534,,In-person attendance,Upper Secondary,North-West,Student,Yes,2
2535,2535,Remote work,,Bachelor or above,North-West,Employed,Yes,1
2536,2536,Remote work,,Bachelor or above,Centre,Employed,Yes,1
2537,2537,Remote work,,Upper Secondary,Islands,Employed,No,0
2538,2538,,,Upper Secondary,South,Retired,Yes,1
2539,2539,In-person work,,Bachelor or above,North-West,Employed,Yes,8
2540,2540,,,Upper Secondary,South,Inactive,Yes,1
2541,2541,,In-person attendance,Upper Secondary,North-East,Student,Yes,3
2542,1383,,,Upper Secondary,North-West,Retired,Yes,8
2543,2542,,,Bachelor or above,Centre,Retired,Yes,2
2544,2301,,,Upper Secondary,North-East,Retired,No,1
2545,1740,,,Upper Secondary,North-West,Retired,Yes,2
2546,461,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,2
2547,517,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,5
2548,1919,,,Upper Secondary,North-West,Retired,Yes,1
2549,2543,In-person work,,Upper Secondary,North-West,Employed,Yes,1
2550,2544,In-person work,,Bachelor or above,North-East,Employed,Yes,3
2551,243,,In-person attendance,Lower Secondary or below,South,Student,Yes,3
2552,965,In-person work,,Upper Secondary,North-West,Employed,Yes,2
2553,1075,,In-person attendance,Upper Secondary,Centre,Student,Yes,2
2554,2287,In-person work,,Upper Secondary,Centre,Employed,Yes,1
2555,503,In-person work,,Lower Secondary or below,North-West,Employed,Yes,3
2556,539,,,Bachelor or above,North-West,Inactive,Yes,0
2557,926,,No attendance,Lower Secondary or below,South,Student,No,0
2558,2139,No work,,Upper Secondary,Centre,Employed,Yes,1
2559,930,Remote work,,Bachelor or above,Islands,Employed,Yes,3
2560,378,,,Lower Secondary or below,North-East,Employed,No,2
2561,242,,,Lower Secondary or below,North-East,Retired,Yes,6
2562,1877,,,Bachelor or above,North-West,Retired,Yes,3
2563,2545,,,Lower Secondary or below,South,Retired,Yes,0
2564,144,,In-person attendance,Lower Secondary or below,North-West,Student,No,15
2565,2546,In-person work,,Upper Secondary,North-West,Employed,Yes,13
2566,2547,,In-person attendance,Lower Secondary or below,North-East,Student,No,60
2567,2548,,,Bachelor or above,Centre,Retired,No,0
2568,2549,,,Upper Secondary,South,Inactive,No,0
2569,1413,,,Upper Secondary,North-West,Retired,Yes,16
2570,2550,No work,,Upper Secondary,South,Employed,No,2
2571,2551,In-person work,,Bachelor or above,North-West,Employed,Yes,12
2572,2552,Remote work,,Bachelor or above,North-West,Employed,Yes,0
2573,2553,In-person work,,Upper Secondary,South,Employed,Yes,4
2574,1987,,,Upper Secondary,South,Home/family care,Yes,4
2575,2554,In-person work,,Bachelor or above,North-East,Employed,Yes,2
2576,2555,,,Bachelor or above,North-West,Retired,Yes,0
2577,2556,,,Bachelor or above,South,Retired,Yes,5
2578,2557,In-person work,,Bachelor or above,South,Employed,Yes,0
2579,2558,,,Upper Secondary,North-West,Retired,Yes,2
2580,2559,In-person work,,Bachelor or above,North-West,Employed,Yes,4
2581,2560,,,Upper Secondary,North-West,Retired,Yes,0
2582,2046,,,Upper Secondary,North-West,Retired,Yes,30
2583,1374,In-person work,,Bachelor or above,Centre,Employed,No,6
2584,283,,,Bachelor or above,Islands,Retired,Yes,2
2585,134,,,Upper Secondary,North-East,Retired,Yes,2
2586,2038,,,Upper Secondary,Centre,Retired,Yes,1
2587,2327,,,Bachelor or above,Islands,Retired,Yes,2
2588,2020,,,Upper Secondary,Centre,Retired,Yes,1
2589,2206,No work,,Upper Secondary,Centre,Employed,Yes,10
2590,1940,,,Upper Secondary,Centre,Retired,Yes,4
2591,1602,,,Lower Secondary or below,North-West,Inactive,Yes,2
2592,1927,,,Bachelor or above,North-West,Retired,Yes,1
2593,1628,,,Upper Secondary,North-West,Retired,Yes,0
2594,2561,,,Lower Secondary or below,North-West,Retired,Yes,2
2595,765,,,Bachelor or above,Islands,Inactive,Yes,3
2596,1891,,,Upper Secondary,North-West,Retired,Yes,1
2597,2562,,,Lower Secondary or below,North-West,Retired,Yes,0
2598,1786,,,Upper Secondary,North-West,Retired,Yes,4
2599,709,,,Upper Secondary,North-West,Inactive,Yes,1
2600,820,,,Bachelor or above,North-West,Retired,No,3
2601,2563,In-person work,,Upper Secondary,North-West,Employed,Yes,9
2602,2564,,,Upper Secondary,South,Inactive,Yes,1
2603,97,,,Bachelor or above,Islands,Inactive,Yes,2
2604,2565,,In-person attendance,Lower Secondary or below,Centre,Student,No,25
2605,2566,,,Upper Secondary,South,Retired,No,3
2606,2567,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,3
2607,101,,No attendance,Upper Secondary,Centre,Student,Yes,1
2608,2568,In-person work,,Upper Secondary,North-West,Employed,Yes,1
2609,2569,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,7
2610,1751,,,Bachelor or above,North-East,Retired,Yes,2
2611,969,In-person work,,Upper Secondary,South,Employed,Yes,3
2612,2392,,,Bachelor or above,North-West,Retired,Yes,3
2613,1689,In-person work,,Bachelor or above,South,Employed,Yes,5
2614,25,,,Bachelor or above,South,Inactive,Yes,1
2615,2570,,In-person attendance,Lower Secondary or below,South,Student,No,1
2616,2261,,,Upper Secondary,Centre,Retired,Yes,1
2617,2571,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,10
2618,622,In-person work,,Bachelor or above,North-East,Employed,Yes,2
2619,2572,,,Bachelor or above,Centre,Retired,Yes,2
2620,2573,,In-person attendance,Lower Secondary or below,North-West,Student,No,0
2621,2574,,,Upper Secondary,South,Retired,Yes,2
2622,439,,No attendance,Upper Secondary,South,Student,Yes,3
2623,984,,,Upper Secondary,North-West,Retired,Yes,10
